Source,Target,Weight
Stratus,UnRationaL,14
Stratus,lalem,10
Stratus,OnlyMXC,13
Stratus,D3stri,26
Stratus,allkeyshop_tv,13
Stratus,weathernewslive,12
Stratus,BTSBrasilTV,13
Stratus,OgamingSC2,14
Stratus,souless,11
Stratus,Harmii,15
Stratus,Insomniac,13
larsahan,larsahan,0
DashDucks,AlliedEsports,17
DashDucks,allkeyshop_tv,18
ogmeik,ogmeik,0
phoodu,phoodu,0
TorwaK,TorwaK,0
abokyan,abokyan,0
jmjdoc,TWDUniverse,3
jmjdoc,AlliedEsports,3
Subroza,Subroza,0
Kaceytron,JustaMinx,79
JOEYKAOTYK,JOEYKAOTYK,0
makataO,AlliedEsports,15
makataO,allkeyshop_tv,15
JoshOG,franchiseglobalart,19
JoshOG,RiffTrax,21
dunkstream,dunkstream,0
sukidingels,sukidingels,0
KalathrasLolweapon,KalathrasLolweapon,0
Odablock,Odablock,0
dtn_mukai,dtn_mukai,0
TobiasFate,TobiasFate,0
jenntacles,jenntacles,0
RayNarvaezJr,RayNarvaezJr,0
laribasgal,ElisabeteTV,16
laribasgal,MissDoitBIG,12
laribasgal,MANTARRAYA,12
laribasgal,Monstercat,13
laribasgal,RelaxBeats,13
laribasgal,killercam1020,16
laribasgal,AlliedEsports,13
laribasgal,oKINGBR,14
laribasgal,douglas_tv,13
laribasgal,RandomBruceTV,17
laribasgal,lalem,9
laribasgal,allkeyshop_tv,12
laribasgal,weathernewslive,13
laribasgal,war10ck3d,11
laribasgal,BTSBrasilTV,13
laribasgal,OgamingSC2,13
laribasgal,souless,10
laribasgal,Harmii,16
laribasgal,Insomniac,13
MurderCrumpet,Surefour,88
quqco,quqco,0
Robbaz,Robbaz,0
thecadyyx,thecadyyx,0
Fitzyhere,Fitzyhere,0
SaltyTeemo,ElisabeteTV,13
SaltyTeemo,MissDoitBIG,10
SaltyTeemo,Monstercat,14
SaltyTeemo,franchiseglobalart,14
SaltyTeemo,RelaxBeats,15
SaltyTeemo,killercam1020,13
SaltyTeemo,AlliedEsports,15
SaltyTeemo,oKINGBR,12
SaltyTeemo,MembTV,14
SaltyTeemo,Falcodrin,17
SaltyTeemo,allkeyshop_tv,15
SaltyTeemo,weathernewslive,11
SaltyTeemo,war10ck3d,11
SaltyTeemo,BTSBrasilTV,17
SaltyTeemo,OgamingSC2,13
SaltyTeemo,Insomniac,14
Metaphor,AlliedEsports,7
HyperRatTV,HyperRatTV,0
Sweatcicle,Sweatcicle,0
Cesarvsc,Cesarvsc,0
Blazt,fifakillvizualz,20
Blazt,ElisabeteTV,13
Blazt,MissDoitBIG,14
Blazt,TWDUniverse,9
Blazt,AlliedEsports,14
Blazt,UnRationaL,19
Blazt,allkeyshop_tv,11
Blazt,weathernewslive,11
Blazt,OgamingSC2,12
Blazt,souless,11
Blazt,Insomniac,13
slwalekoP,erobb221,187
AlliedEsports,BeyondTheSummit,17
AlliedEsports,ESL_SC2,14
AlliedEsports,NerfTankTV,11
AlliedEsports,MST3K,12
AlliedEsports,Yogscast,10
AlliedEsports,fifakillvizualz,15
AlliedEsports,ElisabeteTV,15
AlliedEsports,MissDoitBIG,12
AlliedEsports,MANTARRAYA,13
AlliedEsports,Monstercat,13
AlliedEsports,TWDUniverse,8
AlliedEsports,franchiseglobalart,16
AlliedEsports,RelaxBeats,17
AlliedEsports,Cedduzzo,17
AlliedEsports,killercam1020,15
AlliedEsports,oTakuVision,14
AlliedEsports,Athena,18
AlliedEsports,DutchsinseOfficial,13
AlliedEsports,ipav999,9
AlliedEsports,oKINGBR,13
AlliedEsports,douglas_tv,15
AlliedEsports,DinixGames,8
AlliedEsports,RandomBruceTV,12
AlliedEsports,UnRationaL,13
AlliedEsports,StringPlayerGamer,11
AlliedEsports,lalem,14
AlliedEsports,asuna_qt,15
AlliedEsports,giganterichard,15
AlliedEsports,UnRooolie,9
AlliedEsports,MembTV,16
AlliedEsports,OnlyMXC,15
AlliedEsports,TraderSamwise,12
AlliedEsports,eggsoup,8
AlliedEsports,EternaLEnVyy,10
AlliedEsports,Falcodrin,17
AlliedEsports,allkeyshop_tv,17
AlliedEsports,Nick28T,15
AlliedEsports,weathernewslive,10
AlliedEsports,war10ck3d,13
AlliedEsports,VGBootCamp,9
AlliedEsports,SaltyBet,16
AlliedEsports,BTSBrasilTV,18
AlliedEsports,OgamingSC2,14
AlliedEsports,RiffTrax,19
AlliedEsports,souless,10
AlliedEsports,dandogg9,11
AlliedEsports,Abracadabra,11
AlliedEsports,ds_lily,12
AlliedEsports,StreamerHouse,15
AlliedEsports,Harmii,14
AlliedEsports,Chap,13
AlliedEsports,Insomniac,14
BoomerNA,CaptainPuffy,212
BoomerNA,Wallibear,127
BoomerNA,hannahxxrose,269
ipav999,TWDUniverse,9
ipav999,lalem,11
ipav999,allkeyshop_tv,9
LhCloudy27,MissDoitBIG,13
Ezekiel_III,Ezekiel_III,0
alfrea,alfrea,0
douglas_tv,ElisabeteTV,14
douglas_tv,MissDoitBIG,11
douglas_tv,MANTARRAYA,13
douglas_tv,Monstercat,12
douglas_tv,franchiseglobalart,14
douglas_tv,RelaxBeats,16
douglas_tv,killercam1020,13
douglas_tv,StringPlayerGamer,10
douglas_tv,lalem,9
douglas_tv,MembTV,12
douglas_tv,OnlyMXC,13
douglas_tv,Falcodrin,15
douglas_tv,allkeyshop_tv,14
douglas_tv,war10ck3d,11
douglas_tv,BTSBrasilTV,14
douglas_tv,OgamingSC2,11
douglas_tv,souless,10
douglas_tv,Abracadabra,8
douglas_tv,Harmii,13
DinixGames,MissDoitBIG,8
DinixGames,MANTARRAYA,10
DinixGames,TWDUniverse,6
DinixGames,oKINGBR,9
DinixGames,lalem,8
DinixGames,allkeyshop_tv,7
DinixGames,OgamingSC2,9
DinixGames,souless,9
StephenIRL,StephenIRL,0
SheriffEli,SheriffEli,0
UnRationaL,fifakillvizualz,21
UnRationaL,ElisabeteTV,13
UnRationaL,MissDoitBIG,13
UnRationaL,MANTARRAYA,14
UnRationaL,allkeyshop_tv,11
UnRationaL,weathernewslive,11
UnRationaL,OgamingSC2,11
UnRationaL,souless,10
UnRationaL,dandogg9,15
HutchMF,Ramee,538
HutchMF,Shotz,208
HutchMF,RatedEpicz,505
KING_spb,Twaryna,101
Goes_x,Goes_x,0
lalem,ESL_SC2,10
lalem,ElisabeteTV,12
lalem,MissDoitBIG,8
lalem,MANTARRAYA,11
lalem,Monstercat,9
lalem,TWDUniverse,10
lalem,franchiseglobalart,9
lalem,RelaxBeats,10
lalem,killercam1020,11
lalem,oKINGBR,8
lalem,UnRooolie,7
lalem,OnlyMXC,8
lalem,EternaLEnVyy,10
lalem,allkeyshop_tv,10
lalem,weathernewslive,7
lalem,war10ck3d,7
lalem,VGBootCamp,6
lalem,BTSBrasilTV,9
lalem,OgamingSC2,9
lalem,souless,11
lalem,Abracadabra,5
lalem,Harmii,11
lalem,Insomniac,10
asuna_qt,NerfTankTV,19
asuna_qt,MissDoitBIG,14
asuna_qt,jpctheman_,42
asuna_qt,allkeyshop_tv,13
UnRooolie,MissDoitBIG,6
UnRooolie,TWDUniverse,6
UnRooolie,RelaxBeats,11
UnRooolie,StringPlayerGamer,5
UnRooolie,allkeyshop_tv,8
UnRooolie,war10ck3d,7
UnRooolie,VGBootCamp,7
UnRooolie,souless,8
UnRooolie,Abracadabra,7
HALtv,HALtv,0
MywTheKing,MywTheKing,0
PointCrow,PointCrow,0
R6esportsBR,R6esportsBR,0
D3stri,franchiseglobalart,33
D3stri,RandomBruceTV,33
eggsoup,StringPlayerGamer,7
eggsoup,allkeyshop_tv,7
MrLlamaSC,MrLlamaSC,0
ZanoXVII,ZanoXVII,0
Destiny,Destiny,0
VooDooSh,Twaryna,1405
Bonjwa,Bonjwa,0
LuluLuvely,LuluLuvely,0
1DrakoNz,tiburciand0,82
1DrakoNz,oKINGBR,63
1DrakoNz,ThomeFN,166
1DrakoNz,CSRfps,75
k1ng,k1ng,0
NiceWigg,NiceWigg,0
FENGRUSH,FENGRUSH,0
fuslie,Natsumiii,254
fuslie,lilypichu,343
fuslie,Scarra,145
fuslie,Masayoshi,165
fuslie,QuarterJade,329
PAGO3,PAGO3,0
limit_maximum,limit_maximum,0
pijack11,jukes,264
LEGOO,LEGOO,0
Sequisha,Sequisha,0
MatteoHS,MatteoHS,0
Agraelus,Agraelus,0
ricoy23,Agustabell212,3667
ricoy23,Silithur,3253
naseongkim,naseongkim,0
saddummy,saddummy,0
Jukeyz,fifakillvizualz,54
resttpowered,resttpowered,0
Shotz,Ramee,525
Shotz,bananabrea,177
Shotz,RatedEpicz,511
Sanchovies,Sanchovies,0
mch_AGG,deercheerup,259
mch_AGG,tiburciand0,290
mch_AGG,liminhag0d,198
mch_AGG,ThomeFN,112
mch_AGG,CSRfps,249
mch_AGG,paulanobre,97
mch_AGG,Tixinhadois,163
mch_AGG,Gaules,616
Ray__C,Kiva,50
Ray__C,Deansocool,84
Ray__C,Natsumiii,97
Ray__C,Biotoxz_,81
Ray__C,Crystalst,59
Ray__C,buddha,348
ThomeFN,tiburciand0,117
ThomeFN,oKINGBR,62
ThomeFN,CSRfps,126
ThomeFN,paulanobre,63
ThomeFN,Tixinhadois,95
allkeyshop_tv,BeyondTheSummit,17
allkeyshop_tv,ESL_SC2,15
allkeyshop_tv,NerfTankTV,10
allkeyshop_tv,ElisabeteTV,15
allkeyshop_tv,MissDoitBIG,12
allkeyshop_tv,MANTARRAYA,13
allkeyshop_tv,Monstercat,15
allkeyshop_tv,TWDUniverse,6
allkeyshop_tv,franchiseglobalart,16
allkeyshop_tv,RelaxBeats,17
allkeyshop_tv,Cedduzzo,17
allkeyshop_tv,killercam1020,13
allkeyshop_tv,oTakuVision,10
allkeyshop_tv,Athena,16
allkeyshop_tv,DutchsinseOfficial,12
allkeyshop_tv,oKINGBR,10
allkeyshop_tv,RandomBruceTV,13
allkeyshop_tv,StringPlayerGamer,9
allkeyshop_tv,MembTV,15
allkeyshop_tv,OnlyMXC,15
allkeyshop_tv,TraderSamwise,13
allkeyshop_tv,EternaLEnVyy,10
allkeyshop_tv,Falcodrin,16
allkeyshop_tv,weathernewslive,11
allkeyshop_tv,RocketBeansTV,17
allkeyshop_tv,war10ck3d,13
allkeyshop_tv,VGBootCamp,7
allkeyshop_tv,BTSBrasilTV,17
allkeyshop_tv,OgamingSC2,13
allkeyshop_tv,RiffTrax,19
allkeyshop_tv,souless,10
allkeyshop_tv,dandogg9,10
allkeyshop_tv,muse_tw,14
allkeyshop_tv,Abracadabra,8
allkeyshop_tv,StreamerHouse,15
allkeyshop_tv,Harmii,15
allkeyshop_tv,Chap,13
allkeyshop_tv,Insomniac,14
k3soju,k3soju,0
Emongg,Emongg,0
weathernewslive,ESL_SC2,13
weathernewslive,ElisabeteTV,12
weathernewslive,MissDoitBIG,10
weathernewslive,MANTARRAYA,11
weathernewslive,Monstercat,11
weathernewslive,TWDUniverse,8
weathernewslive,RelaxBeats,10
weathernewslive,killercam1020,12
weathernewslive,oKINGBR,12
weathernewslive,RandomBruceTV,14
weathernewslive,MembTV,10
weathernewslive,TraderSamwise,12
weathernewslive,war10ck3d,9
weathernewslive,BTSBrasilTV,11
weathernewslive,OgamingSC2,12
weathernewslive,souless,8
weathernewslive,dandogg9,12
weathernewslive,Harmii,14
weathernewslive,Insomniac,12
KarmikKoala,KarmikKoala,0
GernaderJake,GernaderJake,0
kyo1984123,franchiseglobalart,30
kyo1984123,RandomBruceTV,29
kyo1984123,xargon0731,43
H2P_Gucio,H2P_Gucio,0
DuendePablo,DuendePablo,0
BotezLive,BotezLive,0
Biotoxz_,Kiva,102
Biotoxz_,Crystalst,49
Biotoxz_,buddha,236
Giantwaffle,Giantwaffle,0
ZeROBADASS,mount,704
Mathil1,Mathil1,0
BobbyPoffGaming,BobbyPoffGaming,0
yayahuz,deercheerup,570
yayahuz,tiburciand0,165
yayahuz,liminhag0d,184
yayahuz,CSRfps,129
RocketBeansTV,RocketBeansTV,0
Masayoshi,Natsumiii,129
Masayoshi,Scarra,118
Masayoshi,QuarterJade,283
Linkus7,Linkus7,0
IceManIsaac,IceManIsaac,0
VGBootCamp,TWDUniverse,4
VGBootCamp,souless,6
VGBootCamp,Abracadabra,6
LLA,LLA,0
Reborn_Live,Reborn_Live,0
BTSBrasilTV,BeyondTheSummit,18
BTSBrasilTV,ESL_SC2,13
BTSBrasilTV,ElisabeteTV,15
BTSBrasilTV,MissDoitBIG,10
BTSBrasilTV,MANTARRAYA,11
BTSBrasilTV,Monstercat,13
BTSBrasilTV,TWDUniverse,6
BTSBrasilTV,franchiseglobalart,16
BTSBrasilTV,RelaxBeats,16
BTSBrasilTV,Cedduzzo,17
BTSBrasilTV,killercam1020,15
BTSBrasilTV,DutchsinseOfficial,13
BTSBrasilTV,oKINGBR,12
BTSBrasilTV,StringPlayerGamer,10
BTSBrasilTV,MembTV,15
BTSBrasilTV,OnlyMXC,14
BTSBrasilTV,Falcodrin,17
BTSBrasilTV,war10ck3d,13
BTSBrasilTV,OgamingSC2,14
BTSBrasilTV,RiffTrax,18
BTSBrasilTV,souless,8
BTSBrasilTV,Abracadabra,7
BTSBrasilTV,StreamerHouse,13
BTSBrasilTV,Harmii,14
BTSBrasilTV,Insomniac,14
zEkO,zEkO,0
OgamingSC2,ESL_SC2,19
OgamingSC2,ElisabeteTV,15
OgamingSC2,MissDoitBIG,12
OgamingSC2,MANTARRAYA,12
OgamingSC2,Monstercat,15
OgamingSC2,TWDUniverse,8
OgamingSC2,franchiseglobalart,13
OgamingSC2,RelaxBeats,11
OgamingSC2,killercam1020,18
OgamingSC2,oTakuVision,13
OgamingSC2,DutchsinseOfficial,13
OgamingSC2,oKINGBR,14
OgamingSC2,RandomBruceTV,14
OgamingSC2,MembTV,15
OgamingSC2,OnlyMXC,11
OgamingSC2,TraderSamwise,12
OgamingSC2,Falcodrin,15
OgamingSC2,war10ck3d,10
OgamingSC2,souless,10
OgamingSC2,muse_tw,16
OgamingSC2,Harmii,14
OgamingSC2,Insomniac,15
Zapman,Zapman,0
Weak3n,Weak3n,0
Sweet_Anita,CodeMiko,185
TheRealzBlueWater,franchiseglobalart,34
TheRealzBlueWater,RandomBruceTV,32
IsVolcano,IsVolcano,0
erobb221,EsfandTV,467
erobb221,sodapoppin,626
Im_Dontai,Im_Dontai,0
Momo,ChilledChaos,280
Mongraal,Clix,547
Patriota,Patriota,0
MoMaN,MoMaN,0
Crystalst,Kiva,48
Crystalst,Spaceboy,63
NeZaK_,NeZaK_,0
Sommerset,Sommerset,0
GrandPOObear,GrandPOObear,0
crazzyccat,crazzyccat,0
Crystal_LoL,Crystal_LoL,0
TheRealMarzaa,TheRealMarzaa,0
Abracadabra,MissDoitBIG,5
Abracadabra,TWDUniverse,4
Abracadabra,RelaxBeats,8
Abracadabra,StringPlayerGamer,8
Abracadabra,OnlyMXC,8
Abracadabra,war10ck3d,6
Abracadabra,souless,6
Abracadabra,Insomniac,11
StreamerHouse,RelaxBeats,14
StreamerHouse,MembTV,15
DrekzeNN,DrekzeNN,0
FlexZ,FlexZ,0
Kaydop,Kaydop,0
boyMinORu,boyMinORu,0
IKeepItTaco,IKeepItTaco,0
Pace22,Pace22,0
Trick2g,Trick2g,0
bananabrea,Kiva,69
bananabrea,Deansocool,104
bananabrea,RatedEpicz,376
CPentagon,KayzahR,97
NumotTheNummy,NumotTheNummy,0
Zwave69,Zwave69,0
Nokokopuffs,Nokokopuffs,0
JEFFAOCS,CSRfps,87
ESL_CSGO,ESL_CSGO,0
Gaules,deercheerup,757
Gaules,tiburciand0,793
Gaules,liminhag0d,610
Gaules,CSRfps,542
Alliege,Jelty,335
Sykkuno,Sykkuno,0
otplol_,otplol_,0
loltyler1,loltyler1,0
HasanAbi,HasanAbi,0
YoDa,YoDa,0
shroud,shroud,0
Clix,Clix,0
Gotaga,Gotaga,0
kato_junichi0817,kato_junichi0817,0
Insomniac,ESL_SC2,15
Insomniac,ElisabeteTV,17
Insomniac,MissDoitBIG,13
Insomniac,MANTARRAYA,11
Insomniac,Monstercat,22
Insomniac,TWDUniverse,10
Insomniac,franchiseglobalart,13
Insomniac,RelaxBeats,16
Insomniac,killercam1020,14
Insomniac,DutchsinseOfficial,13
Insomniac,oKINGBR,13
Insomniac,MembTV,14
Insomniac,OnlyMXC,12
Insomniac,Falcodrin,16
Insomniac,Nick28T,19
Insomniac,war10ck3d,11
Insomniac,souless,12
Insomniac,Harmii,15
alanzoka,alanzoka,0
Kamet0,Kamet0,0
EsfandTV,sodapoppin,728
sodapoppin,MOONMOON,1383
