Source,Target,Weight
Yogscast,muse_tw,12
Yogscast,ESAMarathon,12
Yogscast,StreamerHouse,12
Yogscast,its_WiKeD,9
Yogscast,Insomniac,16
julien,julien,0
tarik,tarik,0
TheLivia,SolaryFortnite,8
TheLivia,ESL_SC2,8
TheLivia,MST3K,8
TheLivia,Flanalistaa,6
TheLivia,SirhcEz,5
TheLivia,AWS,7
TheLivia,MYMTUMTUM69,7
TheLivia,MissDoitBIG,9
TheLivia,Heelmike,6
TheLivia,tetristhegrandmaster3,7
TheLivia,ogmeik,6
TheLivia,Monstercat,8
TheLivia,franchiseglobalart,7
TheLivia,Japan_ASMR,7
TheLivia,sukidingels,9
TheLivia,Dirtybird,6
TheLivia,RelaxBeats,9
TheLivia,wintergaming,7
TheLivia,SaltyTeemo,6
TheLivia,Cedduzzo,6
TheLivia,Ekuegan,9
TheLivia,LadyAhriadna,7
TheLivia,killercam1020,6
TheLivia,Cesarvsc,8
TheLivia,Alfie,7
TheLivia,oTakuVision,8
TheLivia,AlliedEsports,6
TheLivia,Athena,6
TheLivia,pimpimenta,7
TheLivia,drlee_kor,5
TheLivia,ElLeon,5
TheLivia,LiveCryptoTraders,6
TheLivia,iRiskpvp,5
TheLivia,LAXHAWTHORN007,5
TheLivia,TheAdapting,3
TheLivia,UnRationaL,8
TheLivia,elweroking,5
TheLivia,KING_spb,8
TheLivia,venruki,9
TheLivia,PaladinAmber,6
TheLivia,OnlyMXC,7
TheLivia,DQA_TFT,8
TheLivia,HisandHersLive,9
TheLivia,Co1azo,9
TheLivia,Bonjwa,6
TheLivia,1DrakoNz,9
TheLivia,Falcodrin,7
TheLivia,PAAStreaming,2
TheLivia,ThomeFN,9
TheLivia,allkeyshop_tv,6
TheLivia,VELLOSO,7
TheLivia,weathernewslive,8
TheLivia,Replays,6
TheLivia,c9judite,8
TheLivia,RocketBeansTV,6
TheLivia,pulgaboy,9
TheLivia,war10ck3d,8
TheLivia,dmf_kyochan,10
TheLivia,OgamingSC2,8
TheLivia,cdewx,4
TheLivia,TrymacsKaktusKoenig,4
TheLivia,TheRealzBlueWater,7
TheLivia,emin190766,8
TheLivia,dandogg9,10
TheLivia,muse_tw,8
TheLivia,ESAMarathon,9
TheLivia,Abracadabra,5
TheLivia,ds_lily,7
TheLivia,Ranger,8
TheLivia,its_WiKeD,7
TheLivia,Chap,11
TheLivia,Insomniac,9
Alex_Zedra,Alex_Zedra,0
AWS,SolaryFortnite,7
AWS,ESL_SC2,10
AWS,MST3K,7
AWS,Flanalistaa,5
AWS,SirhcEz,7
AWS,MYMTUMTUM69,5
AWS,MissDoitBIG,7
AWS,tetristhegrandmaster3,6
AWS,ogmeik,5
AWS,Monstercat,10
AWS,franchiseglobalart,6
AWS,Japan_ASMR,9
AWS,Dirtybird,4
AWS,RelaxBeats,6
AWS,wintergaming,7
AWS,SaltyTeemo,6
AWS,Cedduzzo,7
AWS,killercam1020,7
AWS,Cesarvsc,7
AWS,oTakuVision,6
AWS,AlliedEsports,7
AWS,pimpimenta,7
AWS,LiveCryptoTraders,2
AWS,iRiskpvp,5
AWS,TheAdapting,4
AWS,UnRationaL,6
AWS,elweroking,6
AWS,venruki,6
AWS,PaladinAmber,4
AWS,OnlyMXC,7
AWS,DQA_TFT,6
AWS,HisandHersLive,8
AWS,Bonjwa,6
AWS,Falcodrin,7
AWS,PAAStreaming,4
AWS,ThomeFN,8
AWS,allkeyshop_tv,7
AWS,VELLOSO,6
AWS,weathernewslive,7
AWS,Replays,6
AWS,c9judite,8
AWS,RocketBeansTV,6
AWS,pulgaboy,8
AWS,war10ck3d,5
AWS,SaltyBet,10
AWS,dmf_kyochan,8
AWS,OgamingSC2,8
AWS,cdewx,4
AWS,TrymacsKaktusKoenig,5
AWS,TheRealzBlueWater,7
AWS,emin190766,6
AWS,dandogg9,10
AWS,muse_tw,8
AWS,ESAMarathon,9
AWS,Abracadabra,5
AWS,ds_lily,7
AWS,StreamerHouse,7
AWS,Ranger,8
AWS,its_WiKeD,7
AWS,Chap,8
AWS,Insomniac,8
MYMTUMTUM69,SolaryFortnite,11
MYMTUMTUM69,ESL_SC2,8
MYMTUMTUM69,Flanalistaa,8
MYMTUMTUM69,MissDoitBIG,6
MYMTUMTUM69,ogmeik,7
MYMTUMTUM69,Monstercat,8
MYMTUMTUM69,franchiseglobalart,8
MYMTUMTUM69,Japan_ASMR,8
MYMTUMTUM69,Nephtunie,14
MYMTUMTUM69,Dirtybird,9
MYMTUMTUM69,RelaxBeats,8
MYMTUMTUM69,SaltyTeemo,9
MYMTUMTUM69,Cedduzzo,10
MYMTUMTUM69,LadyAhriadna,10
MYMTUMTUM69,killercam1020,8
MYMTUMTUM69,AlliedEsports,10
MYMTUMTUM69,drlee_kor,5
MYMTUMTUM69,LiveCryptoTraders,5
MYMTUMTUM69,UnRationaL,7
MYMTUMTUM69,elweroking,6
MYMTUMTUM69,KING_spb,10
MYMTUMTUM69,PaladinAmber,7
MYMTUMTUM69,OnlyMXC,9
MYMTUMTUM69,Bonjwa,9
MYMTUMTUM69,1DrakoNz,10
MYMTUMTUM69,Falcodrin,10
MYMTUMTUM69,allkeyshop_tv,11
MYMTUMTUM69,VELLOSO,10
MYMTUMTUM69,weathernewslive,6
MYMTUMTUM69,RocketBeansTV,10
MYMTUMTUM69,war10ck3d,7
MYMTUMTUM69,OgamingSC2,8
MYMTUMTUM69,TrymacsKaktusKoenig,6
MYMTUMTUM69,TheRealzBlueWater,10
MYMTUMTUM69,emin190766,7
MYMTUMTUM69,Abracadabra,7
MYMTUMTUM69,StreamerHouse,9
MYMTUMTUM69,Insomniac,7
ElMariana,ElMariana,0
DizzyKitten,sees360,27
DizzyKitten,Alinity,50
DizzyKitten,Heelmike,26
DizzyKitten,franchiseglobalart,28
DizzyKitten,Natarsha,31
DizzyKitten,DougisRaw,30
DizzyKitten,q158688920,27
DizzyKitten,iaaraS2,30
DizzyKitten,imaqtpie,28
DizzyKitten,CDNThe3rd,32
DizzyKitten,Scarra,34
DizzyKitten,BobbyPoffGaming,27
DizzyKitten,chocoTaco,33
DizzyKitten,RiffTrax,25
DizzyKitten,TheRealzBlueWater,29
Lagonis,SolaryFortnite,8
Lagonis,ESL_SC2,7
Lagonis,Flanalistaa,5
Lagonis,tetristhegrandmaster3,7
Lagonis,Monstercat,7
Lagonis,franchiseglobalart,8
Lagonis,Japan_ASMR,6
Lagonis,Dirtybird,8
Lagonis,RelaxBeats,9
Lagonis,SaltyTeemo,7
Lagonis,Cedduzzo,8
Lagonis,killercam1020,6
Lagonis,AlliedEsports,9
Lagonis,Athena,8
Lagonis,drlee_kor,5
Lagonis,LiveCryptoTraders,4
Lagonis,elweroking,5
Lagonis,PaladinAmber,10
Lagonis,OnlyMXC,8
Lagonis,1DrakoNz,11
Lagonis,Falcodrin,9
Lagonis,ThomeFN,9
Lagonis,allkeyshop_tv,8
Lagonis,VELLOSO,8
Lagonis,weathernewslive,5
Lagonis,RocketBeansTV,8
Lagonis,pulgaboy,8
Lagonis,war10ck3d,6
Lagonis,OgamingSC2,7
Lagonis,TrymacsKaktusKoenig,7
Lagonis,TheRealzBlueWater,8
Lagonis,emin190766,5
Lagonis,Abracadabra,6
Lagonis,Insomniac,7
Ness,Ness,0
Heelmike,sees360,27
Heelmike,MissDoitBIG,6
Heelmike,franchiseglobalart,26
Heelmike,yamatonjp,25
Heelmike,Natarsha,23
Heelmike,DougisRaw,27
Heelmike,q158688920,23
Heelmike,iaaraS2,25
Heelmike,imaqtpie,24
Heelmike,CDNThe3rd,28
Heelmike,Scarra,25
Heelmike,kyo1984123,25
Heelmike,BobbyPoffGaming,23
Heelmike,BarcaGamer,25
Heelmike,chocoTaco,27
Heelmike,RiffTrax,23
Heelmike,TheRealzBlueWater,28
Heelmike,emin190766,5
Heelmike,Winghaven,24
Zombie_Barricades,allkeyshop_tv,12
Zombie_Barricades,TheRealzBlueWater,12
DashDucks,SolaryFortnite,16
DashDucks,ESL_SC2,12
DashDucks,MissDoitBIG,11
DashDucks,tetristhegrandmaster3,15
DashDucks,ogmeik,9
DashDucks,Monstercat,21
DashDucks,franchiseglobalart,18
DashDucks,Japan_ASMR,16
DashDucks,Dirtybird,10
DashDucks,RelaxBeats,17
DashDucks,SaltyTeemo,15
DashDucks,Cedduzzo,13
DashDucks,killercam1020,10
DashDucks,Cesarvsc,12
DashDucks,AlliedEsports,14
DashDucks,Athena,12
DashDucks,drlee_kor,8
DashDucks,OnlyMXC,18
DashDucks,Bonjwa,16
DashDucks,1DrakoNz,18
DashDucks,Falcodrin,18
DashDucks,ThomeFN,15
DashDucks,allkeyshop_tv,18
DashDucks,weathernewslive,15
DashDucks,RocketBeansTV,16
DashDucks,pulgaboy,13
DashDucks,war10ck3d,13
DashDucks,SaltyBet,15
DashDucks,BTSBrasilTV,18
DashDucks,OgamingSC2,11
DashDucks,RiffTrax,18
DashDucks,TheRealzBlueWater,12
DashDucks,emin190766,9
DashDucks,dandogg9,15
DashDucks,muse_tw,18
DashDucks,Abracadabra,11
DashDucks,StreamerHouse,12
DashDucks,its_WiKeD,10
DashDucks,Insomniac,17
tiburciand0,nahzinhaa,158
tiburciand0,frttt,49
tiburciand0,1DrakoNz,90
tiburciand0,JohnPitterTV,163
tiburciand0,SkipNhO,103
tiburciand0,mch_AGG,236
tiburciand0,ThomeFN,120
tiburciand0,allkeyshop_tv,19
tiburciand0,VELLOSO,20
tiburciand0,c9judite,43
tiburciand0,pulgaboy,55
tiburciand0,oestagiario,105
tiburciand0,fnxLNTC,99
tiburciand0,Gaules,655
demonzz1,SolaryFortnite,12
demonzz1,Monstercat,12
demonzz1,franchiseglobalart,13
demonzz1,Dirtybird,9
demonzz1,RelaxBeats,13
demonzz1,SaltyTeemo,12
demonzz1,Cedduzzo,11
demonzz1,Cesarvsc,11
demonzz1,AlliedEsports,14
demonzz1,OnlyMXC,11
demonzz1,Bonjwa,12
demonzz1,Falcodrin,14
demonzz1,allkeyshop_tv,13
demonzz1,war10ck3d,9
demonzz1,OgamingSC2,10
demonzz1,RiffTrax,15
demonzz1,TheRealzBlueWater,9
demonzz1,Abracadabra,11
Uthenera,Uthenera,0
GoldGlove,SolaryFortnite,13
GoldGlove,ESL_SC2,11
GoldGlove,Flanalistaa,10
GoldGlove,MissDoitBIG,9
GoldGlove,Monstercat,11
GoldGlove,franchiseglobalart,12
GoldGlove,Japan_ASMR,10
GoldGlove,Dirtybird,10
GoldGlove,RelaxBeats,12
GoldGlove,Cedduzzo,11
GoldGlove,Cesarvsc,10
GoldGlove,Alfie,12
GoldGlove,AlliedEsports,13
GoldGlove,PaladinAmber,10
GoldGlove,OnlyMXC,13
GoldGlove,Bonjwa,13
GoldGlove,Falcodrin,13
GoldGlove,allkeyshop_tv,13
GoldGlove,weathernewslive,10
GoldGlove,Replays,12
GoldGlove,RocketBeansTV,13
GoldGlove,pulgaboy,11
GoldGlove,war10ck3d,11
GoldGlove,OgamingSC2,10
GoldGlove,TheRealzBlueWater,12
GoldGlove,dandogg9,11
GoldGlove,Abracadabra,12
GoldGlove,StreamerHouse,11
GoldGlove,its_WiKeD,10
GoldGlove,Chap,13
GoldGlove,Insomniac,12
Kaceytron,ESL_SC2,11
Kaceytron,Flanalistaa,10
Kaceytron,franchiseglobalart,11
Kaceytron,Cesarvsc,10
Kaceytron,AlliedEsports,9
Kaceytron,PaladinAmber,12
Kaceytron,OnlyMXC,10
Kaceytron,Falcodrin,11
Kaceytron,allkeyshop_tv,13
Kaceytron,weathernewslive,10
Kaceytron,TheRealzBlueWater,8
Kaceytron,Abracadabra,10
Kaceytron,Insomniac,10
frttt,nahzinhaa,43
frttt,sacy,93
frttt,SkipNhO,49
frttt,mch_AGG,100
frttt,ThomeFN,58
Pun1shers_TV,Pun1shers_TV,0
makataO,SolaryFortnite,16
makataO,ogmeik,12
makataO,franchiseglobalart,15
makataO,RelaxBeats,12
makataO,AlliedEsports,13
makataO,OnlyMXC,14
makataO,Bonjwa,14
makataO,allkeyshop_tv,15
makataO,weathernewslive,11
makataO,TheRealzBlueWater,11
makataO,Abracadabra,11
Japan_ASMR,ops1x,15
Japan_ASMR,SolaryFortnite,15
Japan_ASMR,ESL_SC2,15
Japan_ASMR,MST3K,13
Japan_ASMR,Flanalistaa,9
Japan_ASMR,nahzinhaa,13
Japan_ASMR,SirhcEz,7
Japan_ASMR,MissDoitBIG,13
Japan_ASMR,tetristhegrandmaster3,14
Japan_ASMR,ogmeik,8
Japan_ASMR,abokyan,13
Japan_ASMR,Monstercat,17
Japan_ASMR,franchiseglobalart,16
Japan_ASMR,sukidingels,12
Japan_ASMR,Dirtybird,8
Japan_ASMR,RelaxBeats,16
Japan_ASMR,wintergaming,8
Japan_ASMR,Apryze,12
Japan_ASMR,Natarsha,10
Japan_ASMR,Sloot,12
Japan_ASMR,SaltyTeemo,14
Japan_ASMR,Cedduzzo,14
Japan_ASMR,LadyAhriadna,11
Japan_ASMR,killercam1020,13
Japan_ASMR,Cesarvsc,12
Japan_ASMR,Alfie,9
Japan_ASMR,AlliedEsports,15
Japan_ASMR,Athena,12
Japan_ASMR,pimpimenta,11
Japan_ASMR,drlee_kor,6
Japan_ASMR,ElLeon,10
Japan_ASMR,LiveCryptoTraders,7
Japan_ASMR,iRiskpvp,6
Japan_ASMR,LAXHAWTHORN007,9
Japan_ASMR,TheAdapting,4
Japan_ASMR,HutchMF,11
Japan_ASMR,UnRationaL,9
Japan_ASMR,acro_land,10
Japan_ASMR,elweroking,7
Japan_ASMR,KING_spb,9
Japan_ASMR,venruki,12
Japan_ASMR,PaladinAmber,7
Japan_ASMR,OnlyMXC,15
Japan_ASMR,DQA_TFT,10
Japan_ASMR,HisandHersLive,10
Japan_ASMR,Co1azo,11
Japan_ASMR,Bonjwa,13
Japan_ASMR,1DrakoNz,15
Japan_ASMR,Falcodrin,15
Japan_ASMR,PAAStreaming,5
Japan_ASMR,ThomeFN,15
Japan_ASMR,allkeyshop_tv,16
Japan_ASMR,VELLOSO,8
Japan_ASMR,weathernewslive,15
Japan_ASMR,Replays,11
Japan_ASMR,c9judite,15
Japan_ASMR,Xop0,15
Japan_ASMR,RocketBeansTV,14
Japan_ASMR,pulgaboy,15
Japan_ASMR,war10ck3d,12
Japan_ASMR,SaltyBet,16
Japan_ASMR,BTSBrasilTV,17
Japan_ASMR,dmf_kyochan,13
Japan_ASMR,OgamingSC2,15
Japan_ASMR,cdewx,6
Japan_ASMR,TrymacsKaktusKoenig,9
Japan_ASMR,RiffTrax,16
Japan_ASMR,TheRealzBlueWater,13
Japan_ASMR,emin190766,13
Japan_ASMR,dandogg9,18
Japan_ASMR,muse_tw,16
Japan_ASMR,ESAMarathon,13
Japan_ASMR,Abracadabra,9
Japan_ASMR,ds_lily,11
Japan_ASMR,StreamerHouse,14
Japan_ASMR,actingliketommy,12
Japan_ASMR,its_WiKeD,13
Japan_ASMR,Chap,13
Japan_ASMR,otplol_,17
Japan_ASMR,Insomniac,17
Nephtunie,BarcaGamer,41
Nephtunie,TheRealzBlueWater,11
Dirtybird,aircool,11
Dirtybird,SolaryFortnite,12
Dirtybird,ESL_SC2,8
Dirtybird,MST3K,8
Dirtybird,Flanalistaa,9
Dirtybird,nahzinhaa,9
Dirtybird,SirhcEz,5
Dirtybird,seucreysonreborn,11
Dirtybird,MissDoitBIG,7
Dirtybird,tetristhegrandmaster3,6
Dirtybird,ogmeik,8
Dirtybird,Monstercat,9
Dirtybird,jmjdoc,8
Dirtybird,franchiseglobalart,11
Dirtybird,sukidingels,9
Dirtybird,RelaxBeats,12
Dirtybird,wintergaming,6
Dirtybird,Apryze,10
Dirtybird,Sloot,9
Dirtybird,SaltyTeemo,10
Dirtybird,Cedduzzo,10
Dirtybird,Metaphor,7
Dirtybird,LadyAhriadna,9
Dirtybird,killercam1020,7
Dirtybird,Cesarvsc,8
Dirtybird,Alfie,9
Dirtybird,AlliedEsports,13
Dirtybird,Athena,10
Dirtybird,pimpimenta,7
Dirtybird,drlee_kor,5
Dirtybird,ElLeon,7
Dirtybird,LiveCryptoTraders,6
Dirtybird,iRiskpvp,5
Dirtybird,TheAdapting,2
Dirtybird,HutchMF,10
Dirtybird,UnRationaL,8
Dirtybird,acro_land,8
Dirtybird,elweroking,7
Dirtybird,KING_spb,10
Dirtybird,venruki,7
Dirtybird,giganterichard,12
Dirtybird,PaladinAmber,9
Dirtybird,OnlyMXC,11
Dirtybird,MajinPhil,2
Dirtybird,DQA_TFT,7
Dirtybird,HisandHersLive,8
Dirtybird,Co1azo,11
Dirtybird,Bonjwa,9
Dirtybird,1DrakoNz,12
Dirtybird,Falcodrin,11
Dirtybird,ThomeFN,10
Dirtybird,allkeyshop_tv,12
Dirtybird,VELLOSO,5
Dirtybird,weathernewslive,7
Dirtybird,Replays,9
Dirtybird,c9judite,8
Dirtybird,RocketBeansTV,10
Dirtybird,pulgaboy,9
Dirtybird,war10ck3d,8
Dirtybird,BTSBrasilTV,12
Dirtybird,OgamingSC2,8
Dirtybird,cdewx,4
Dirtybird,TrymacsKaktusKoenig,6
Dirtybird,RiffTrax,11
Dirtybird,TheRealzBlueWater,10
Dirtybird,emin190766,6
Dirtybird,dandogg9,10
Dirtybird,muse_tw,8
Dirtybird,ESAMarathon,8
Dirtybird,Abracadabra,13
Dirtybird,ds_lily,9
Dirtybird,StreamerHouse,9
Dirtybird,Ranger,9
Dirtybird,actingliketommy,10
Dirtybird,its_WiKeD,8
Dirtybird,Chap,8
Dirtybird,Insomniac,10
TobiasFate,ESL_SC2,33
TobiasFate,Ekuegan,31
TobiasFate,otplol_,38
yamatonjp,sees360,31
yamatonjp,franchiseglobalart,34
yamatonjp,Natarsha,27
yamatonjp,DougisRaw,30
yamatonjp,q158688920,31
yamatonjp,CDNThe3rd,30
yamatonjp,BobbyPoffGaming,31
yamatonjp,RiffTrax,34
yamatonjp,TheRealzBlueWater,35
yamatonjp,dasoku_aniki,28
MurderCrumpet,Surefour,75
MurderCrumpet,slwalekoP,54
Apryze,SolaryFortnite,15
Apryze,MissDoitBIG,12
Apryze,franchiseglobalart,14
Apryze,RelaxBeats,14
Apryze,Cesarvsc,13
Apryze,AlliedEsports,13
Apryze,PaladinAmber,13
Apryze,OnlyMXC,12
Apryze,HisandHersLive,18
Apryze,Falcodrin,13
Apryze,allkeyshop_tv,16
Apryze,VELLOSO,10
Apryze,weathernewslive,12
Apryze,Replays,16
Apryze,OgamingSC2,11
Apryze,TheRealzBlueWater,12
Apryze,emin190766,9
Apryze,Abracadabra,13
Apryze,its_WiKeD,15
Apryze,Nokokopuffs,36
Apryze,Rogue,34
Apryze,Insomniac,13
Natarsha,sees360,27
Natarsha,ESL_SC2,10
Natarsha,Alinity,33
Natarsha,franchiseglobalart,30
Natarsha,RelaxBeats,10
Natarsha,Cedduzzo,9
Natarsha,killercam1020,8
Natarsha,DougisRaw,29
Natarsha,AlliedEsports,9
Natarsha,q158688920,26
Natarsha,iaaraS2,27
Natarsha,OnlyMXC,9
Natarsha,imaqtpie,23
Natarsha,allkeyshop_tv,9
Natarsha,VELLOSO,8
Natarsha,weathernewslive,8
Natarsha,CDNThe3rd,26
Natarsha,Scarra,29
Natarsha,kyo1984123,30
Natarsha,BobbyPoffGaming,26
Natarsha,BarcaGamer,28
Natarsha,chocoTaco,27
Natarsha,pulgaboy,11
Natarsha,OgamingSC2,8
Natarsha,TrymacsKaktusKoenig,7
Natarsha,RiffTrax,30
Natarsha,TheRealzBlueWater,30
Natarsha,emin190766,8
Natarsha,dandogg9,11
Natarsha,Winghaven,29
Natarsha,Insomniac,9
SaltyTeemo,ops1x,16
SaltyTeemo,SolaryFortnite,17
SaltyTeemo,ESL_SC2,13
SaltyTeemo,MST3K,10
SaltyTeemo,Flanalistaa,13
SaltyTeemo,SirhcEz,9
SaltyTeemo,MissDoitBIG,9
SaltyTeemo,tetristhegrandmaster3,10
